,statement,condition
302, It is now quite clear that the unvaccinated DO NOT DIE as predicted by TV experts in white coats.,FALSE
303, 1930 short film predicts the current coronavirus pandemic.,FALSE
304," “In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.”",FALSE
305," Photos of a politician posing after his first and second Covid-19 vaccine doses were in fact taken on the same day, accusing him of lying about being double-jabbed.",FALSE
306, A new blood clot warning was added to the country’s tobacco packaging in January 2022 — which they suggest is linked to the rollout of Covid-19 vaccines.,MISLEADING
307, Covid-19 vaccines are a scam and are a prerequisit for keeping your job.,FALSE
308, Video of Austrian news in which a “corpse” is seen moving.,FALSE
309," In a Pfizer vaccine clinical trial, all pregnant women lost their babies.",FALSE
310, Says a Washington Post headline and graphic about COVID-19 deaths are misleading.,FALSE
311, “Airline CEO gets pied for forcing vaccinations.”,FALSE
312, An image of a miles-long line of cars and trucks shows the 2022 “Freedom Convoy” protesting the Covid-19 vaccine mandates in Canada.,FALSE
313, Indonesian President Joko Widodo was pictured maskless at an event to celebrate the Chinese Lunar New Year in 2022.,FALSE
314, The cardiac unit of a children’s hospital in Toronto was “expanded” in anticipation of a surge of side effects following the Covid-19 vaccination campaign for children aged five to 11,FALSE
315," A Facebook post claims that the chairman of the Commission for Infectious Diseases, Aleksandar Petlichkovski, is dangerous to the health of the population because he says that masks should be worn to protect people from the spread of the omicron strain of Covid-19.",FALSE
316, Says a Washington Post headline and graphic about COVID-19 deaths are misleading.,FALSE
317," In a Pfizer vaccine clinical trial, all pregnant women lost their babies.",FALSE
318, Indonesian President Joko Widodo was pictured maskless at an event to celebrate the Chinese Lunar New Year in 2022.,FALSE
319, Luc Montagnier affirms that antibiotics treat COVID-19.,FALSE
320, “Fifty percent of the Ottawa police force have all turned in their resignation.”,FALSE
321, Children are already protected against the COVID-19 because of their natural immunity.,FALSE
322, European commission planned before the pandemic to approve the covid passport.,FALSE
323, News presenter fainted as a result of vaccination against the COVID-19.,FALSE
324," Says C.S. Lewis wrote, “They believed blindly everything they heard or read in the papers. They gave up their freedoms.”",FALSE
325, French people protested in front of Pfizer’s building in Paris against thousands of deaths caused by the vaccines.,MISLEADING
326, Flurona is a new variant of the virus that causes Covid-19.,FALSE
327, The federal government requires “COVID passports to visit the movies.”,FALSE
328, The man attacked in a viral video is a mayor who imposed the health pass and compulsory vaccination for children.,FALSE
329, Self-testing kits for COVID-19 are positive for lemon drops because they must increase the number of infections.,MISLEADING
330, Betty White’s death linked to Covid-19 booster.,FALSE
331," “According to Congress, travel nurses need a pay cap.”",FALSE
332, Nuremberg code says that mandating masks is a war crime.,FALSE
333, “A grand jury trial begins into crimes against humanity” involving a fabricated coronavirus pandemic.,FALSE
334, “Study proves children’s hearts destroyed by COVID vaccine.”,FALSE
335, Masks in children have led to an increase in speech development difficulties by a staggering 350%.,FALSE
336, A Japanese company found ivermectin to be effective against the Omicron variant of the coronavirus in human trials.,FALSE
337, Bayern Munich player Alphonso Davies had myocarditis due to the COVID-19 vaccination.,MISLEADING
338, Johns Hopkins University study says lockdowns barely reduced COVID-19 deaths.,FALSE
339, Justin Trudeau urges people to shun unvaccinated family members.,FALSE
340, CDC study shows that infection is better at providing immunity than vaccines.,MISLEADING
341, COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.,FALSE
342, Face masks make the person inhale their own carbon dioxide and choke and die.,FALSE
343, The video showing dozens of trucks driving through a town and honking shows Italian truckers inspired by a convoy of Canadians who drove to Ottawa in 2022 to protest the Covid-19 vaccine mandates.,FALSE
344," Ten countries “announced the cancellation of all quarantine procedures, Corona tests, and compulsory vaccination.”",FALSE
345, The photo of a convoy in the Netherlands was inspired by truckers protesting Covid-19 vaccine mandates in Canada.,FALSE
346, Vaccines change DNA.,FALSE
347," Ten countries “announced the cancellation of all quarantine procedures, Corona tests, and compulsory vaccination.”",FALSE
348," “Lockdowns only reduced COVID-19 mortality by .2%, study finds.”",MISLEADING
349, A study on the NIH website comes to a different conclusion than the CDC about the use of ivermectin to treat COVID-19.,MISLEADING
350, A study on the NIH website comes to a different conclusion than the CDC about the use of ivermectin to treat COVID-19.,MISLEADING
351," A crowd of hundreds of thousands at a 2022 anti-vaccine mandate protest in Ottawa, Canada.",FALSE
352, The video material showed in the post and in the post claim that several young people died after receiving the Covid-19 vaccine.,FALSE
353, The photo shows a large protest in Canada against vaccines.,FALSE
354," Anyone who dies is reported to have been killed by the Covid-19, and the World Health Organization (WHO) is paying for it.",FALSE
355, “The second booster has eight strains of HIV.”,FALSE
356, A poster issued by Britain’s National Health Service (NHS) warning that the vaccines “cause Bell’s palsy.”,FALSE
357," Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan, and Singapore canceled all COVID-19 quarantine procedures, testing, and compulsory vaccination and are considering COVID-19 “just seasonal flu.”",FALSE
358, Image of a vaccination exemption card in the Philippines.,FALSE
359," The 2012 London Olympics opening ceremony segment shows a “giant figure of death holding a needle,” foreshadowing the Covid-19 pandemic.",MISLEADING
360," Anyone who dies is reported to have been killed by the Covid-19, and the World Health Organization (WHO) is paying for it.",FALSE
361," “Few, If Any, Doses of Spikevax or Comirnaty Available in the United States, Despite FDA Approvals.”",FALSE
362, A poster issued by Britain’s National Health Service (NHS) warning that the vaccines “cause Bell’s palsy.”,FALSE
363, The photo shows a large protest in Canada against vaccines.,FALSE
364, The video featuring the founder of a far-right US-based website claims scientists can now genetically modify crops in order “to cause infertility in black people” by using a specific type of technology.,MISLEADING
365," There CDC concluded there were 21 thousand cases of vaccine-related myocarditis, and vaccines are more dangerous than the COVID-19.",FALSE
366, Pfizer is “literally using the force of government and the culture of fear to jab children under 5 — with zero basis in science — to make billions of dollars.”,FALSE
367, The French justice exempted “an insurance company from covering the death of a vaccinated person for considering it a suicide who injected an experimental product.”,FALSE
368, Vaccines are repeaters for 5G signals.,FALSE
369, Phase 3 trial shows that Ivermectin is effective against Omicron.,FALSE
370, The German police impeded a food donation action by an NGO because they were feeding unvaccinated homeless people.,FALSE
371," Says Johns Hopkins virologist “James Kelly” said the COVID-19 vaccine “discriminates, divides, and judges society as it is.”",FALSE
372, Tennis player Dalila Jakupovic fainted during a match after being vaccinated against the coronavirus.,FALSE
373, An old episode of The Simpsons TV show predicted the January 2022 Covid-19 trucker protest in Canada.,FALSE
374," London Metropolitan Police has launched a criminal investigation into the anticovid vaccines, neither the London police have undertaken this action, nor the ICC has initiated a judicial process, for which, in any case, they would have no competency.",FALSE
375," Says Johns Hopkins virologist “James Kelly” said the COVID-19 vaccine “discriminates, divides, and judges society as it is.”",FALSE
376, “We all know China created COVID-19.”,FALSE
377, Photo of a demonstration in Ottawa (Canada) against measures to curb the coronavirus pandemic.,FALSE
378, A small girl died in Bahia state after being vaccinated against the COVID-19.,FALSE
379, All people will be vaccinated until they are killed.,FALSE
380," In England, “official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children.”",FALSE
381, The Israeli prime minister’s visit to the hospital is proof that there is no pandemic.,FALSE
